fold,n_test,epochs_trained,learning_rate,weight_decay,num_nodes,dropout,batch_norm,batch_size,patience,train_c_index,val_c_index,test_c_index,stage,config_id
4,111,11,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,36
5,111,11,0.0001,0.03,"[8, 4]",0.6,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,36
1,112,13,0.0003,0.001,[4],0.4,False,32,10,0.3966730038022814,0.21444201312910285,,conservative_joint_tuning,37
2,111,11,0.0003,0.001,[4],0.4,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,37
3,111,11,0.0003,0.001,[4],0.4,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,37
4,111,11,0.0003,0.001,[4],0.4,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,37
5,111,11,0.0003,0.001,[4],0.4,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,37
1,112,13,0.0003,0.001,[4],0.5,False,32,10,0.3993346007604563,0.212253829321663,,conservative_joint_tuning,38
2,111,11,0.0003,0.001,[4],0.5,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,38
3,111,11,0.0003,0.001,[4],0.5,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,38
4,111,11,0.0003,0.001,[4],0.5,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,38
5,111,11,0.0003,0.001,[4],0.5,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,38
1,112,13,0.0003,0.001,[4],0.6,False,32,10,0.4002851711026616,0.20787746170678337,,conservative_joint_tuning,39
2,111,11,0.0003,0.001,[4],0.6,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,39
3,111,11,0.0003,0.001,[4],0.6,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,39
4,111,11,0.0003,0.001,[4],0.6,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,39
5,111,11,0.0003,0.001,[4],0.6,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,39
1,112,12,0.0003,0.001,[8],0.4,False,32,10,0.4806083650190114,0.6214442013129103,,conservative_joint_tuning,40
2,111,12,0.0003,0.001,[8],0.4,False,32,10,0.515990371389271,0.5255813953488372,,conservative_joint_tuning,40
3,111,12,0.0003,0.001,[8],0.4,False,32,10,0.46847507331378296,0.5501165501165501,,conservative_joint_tuning,40
4,111,12,0.0003,0.001,[8],0.4,False,32,10,0.5194991789819376,0.5612244897959183,,conservative_joint_tuning,40
5,111,12,0.0003,0.001,[8],0.4,False,32,10,0.53242201191728,0.6838407494145199,,conservative_joint_tuning,40
1,112,12,0.0003,0.001,[8],0.5,False,32,10,0.4796577946768061,0.6236323851203501,,conservative_joint_tuning,41
2,111,12,0.0003,0.001,[8],0.5,False,32,10,0.5165061898211829,0.5255813953488372,,conservative_joint_tuning,41
3,111,12,0.0003,0.001,[8],0.5,False,32,10,0.46865835777126097,0.5524475524475524,,conservative_joint_tuning,41
4,111,12,0.0003,0.001,[8],0.5,False,32,10,0.5217569786535303,0.563265306122449,,conservative_joint_tuning,41
5,111,12,0.0003,0.001,[8],0.5,False,32,10,0.5318962495618647,0.6838407494145199,,conservative_joint_tuning,41
1,112,12,0.0003,0.001,[8],0.6,False,32,10,0.47889733840304183,0.6236323851203501,,conservative_joint_tuning,42
2,111,12,0.0003,0.001,[8],0.6,False,32,10,0.5161623108665749,0.5302325581395348,,conservative_joint_tuning,42
3,111,12,0.0003,0.001,[8],0.6,False,32,10,0.46957478005865105,0.5524475524475524,,conservative_joint_tuning,42
4,111,12,0.0003,0.001,[8],0.6,False,32,10,0.5194991789819376,0.5571428571428572,,conservative_joint_tuning,42
5,111,12,0.0003,0.001,[8],0.6,False,32,10,0.5322467577988083,0.6814988290398126,,conservative_joint_tuning,42
1,112,11,0.0003,0.001,[16],0.4,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,43
2,111,12,0.0003,0.001,[16],0.4,False,32,10,0.6373796423658872,0.6558139534883721,,conservative_joint_tuning,43
3,111,12,0.0003,0.001,[16],0.4,False,32,10,0.6618401759530792,0.5361305361305362,,conservative_joint_tuning,43
4,111,12,0.0003,0.001,[16],0.4,False,32,10,0.6543513957307061,0.5122448979591837,,conservative_joint_tuning,43
5,111,12,0.0003,0.001,[16],0.4,False,32,10,0.6536978618997547,0.6487119437939111,,conservative_joint_tuning,43
1,112,11,0.0003,0.001,[16],0.5,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,44
2,111,12,0.0003,0.001,[16],0.5,False,32,10,0.6354883081155434,0.6488372093023256,,conservative_joint_tuning,44
3,111,12,0.0003,0.001,[16],0.5,False,32,10,0.6589076246334311,0.5384615384615384,,conservative_joint_tuning,44
4,111,12,0.0003,0.001,[16],0.5,False,32,10,0.6547619047619048,0.5122448979591837,,conservative_joint_tuning,44
5,111,12,0.0003,0.001,[16],0.5,False,32,10,0.652646337188924,0.639344262295082,,conservative_joint_tuning,44
1,112,11,0.0003,0.001,[16],0.6,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,45
2,111,12,0.0003,0.001,[16],0.6,False,32,10,0.6353163686382394,0.6511627906976745,,conservative_joint_tuning,45
3,111,12,0.0003,0.001,[16],0.6,False,32,10,0.656891495601173,0.5384615384615384,,conservative_joint_tuning,45
4,111,12,0.0003,0.001,[16],0.6,False,32,10,0.6529146141215106,0.5142857142857142,,conservative_joint_tuning,45
5,111,12,0.0003,0.001,[16],0.6,False,32,10,0.6491412548194883,0.6370023419203747,,conservative_joint_tuning,45
1,112,12,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.6450570342205323,0.6083150984682714,,conservative_joint_tuning,46
2,111,11,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,46
3,111,11,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,46
4,111,11,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,46
5,111,11,0.0003,0.001,"[8, 4]",0.4,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,46
1,112,12,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.6288973384030419,0.6083150984682714,,conservative_joint_tuning,47
2,111,11,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,47
3,111,11,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,47
4,111,11,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,47
5,111,11,0.0003,0.001,"[8, 4]",0.5,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,47
1,112,12,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.6277566539923954,0.6214442013129103,,conservative_joint_tuning,48
2,111,11,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,48
3,111,11,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,48
4,111,11,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,48
5,111,11,0.0003,0.001,"[8, 4]",0.6,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,48
1,112,13,0.0003,0.01,[4],0.4,False,32,10,0.3966730038022814,0.21444201312910285,,conservative_joint_tuning,49
2,111,11,0.0003,0.01,[4],0.4,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,49
3,111,11,0.0003,0.01,[4],0.4,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,49
4,111,11,0.0003,0.01,[4],0.4,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,49
5,111,11,0.0003,0.01,[4],0.4,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,49
1,112,13,0.0003,0.01,[4],0.5,False,32,10,0.39952471482889734,0.212253829321663,,conservative_joint_tuning,50
2,111,11,0.0003,0.01,[4],0.5,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,50
3,111,11,0.0003,0.01,[4],0.5,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,50
4,111,11,0.0003,0.01,[4],0.5,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,50
5,111,11,0.0003,0.01,[4],0.5,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,50
1,112,13,0.0003,0.01,[4],0.6,False,32,10,0.4002851711026616,0.20787746170678337,,conservative_joint_tuning,51
2,111,11,0.0003,0.01,[4],0.6,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,51
3,111,11,0.0003,0.01,[4],0.6,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,51
4,111,11,0.0003,0.01,[4],0.6,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,51
5,111,11,0.0003,0.01,[4],0.6,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,51
1,112,12,0.0003,0.01,[8],0.4,False,32,10,0.4807984790874525,0.6214442013129103,,conservative_joint_tuning,52
2,111,12,0.0003,0.01,[8],0.4,False,32,10,0.515818431911967,0.5255813953488372,,conservative_joint_tuning,52
3,111,12,0.0003,0.01,[8],0.4,False,32,10,0.46847507331378296,0.5501165501165501,,conservative_joint_tuning,52
4,111,12,0.0003,0.01,[8],0.4,False,32,10,0.5194991789819376,0.5612244897959183,,conservative_joint_tuning,52
5,111,12,0.0003,0.01,[8],0.4,False,32,10,0.53242201191728,0.6838407494145199,,conservative_joint_tuning,52
1,112,12,0.0003,0.01,[8],0.5,False,32,10,0.4792775665399239,0.6214442013129103,,conservative_joint_tuning,53
2,111,12,0.0003,0.01,[8],0.5,False,32,10,0.5161623108665749,0.5255813953488372,,conservative_joint_tuning,53
3,111,12,0.0003,0.01,[8],0.5,False,32,10,0.46865835777126097,0.5524475524475524,,conservative_joint_tuning,53
4,111,12,0.0003,0.01,[8],0.5,False,32,10,0.5217569786535303,0.5612244897959183,,conservative_joint_tuning,53
5,111,12,0.0003,0.01,[8],0.5,False,32,10,0.5318962495618647,0.6838407494145199,,conservative_joint_tuning,53
1,112,12,0.0003,0.01,[8],0.6,False,32,10,0.4787072243346008,0.6236323851203501,,conservative_joint_tuning,54
2,111,12,0.0003,0.01,[8],0.6,False,32,10,0.5161623108665749,0.5302325581395348,,conservative_joint_tuning,54
3,111,12,0.0003,0.01,[8],0.6,False,32,10,0.46957478005865105,0.5524475524475524,,conservative_joint_tuning,54
4,111,12,0.0003,0.01,[8],0.6,False,32,10,0.5192939244663383,0.5571428571428572,,conservative_joint_tuning,54
5,111,12,0.0003,0.01,[8],0.6,False,32,10,0.5322467577988083,0.6814988290398126,,conservative_joint_tuning,54
1,112,11,0.0003,0.01,[16],0.4,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,55
2,111,12,0.0003,0.01,[16],0.4,False,32,10,0.6373796423658872,0.6558139534883721,,conservative_joint_tuning,55
3,111,12,0.0003,0.01,[16],0.4,False,32,10,0.6623900293255132,0.5361305361305362,,conservative_joint_tuning,55
4,111,12,0.0003,0.01,[16],0.4,False,32,10,0.6543513957307061,0.5122448979591837,,conservative_joint_tuning,55
5,111,12,0.0003,0.01,[16],0.4,False,32,10,0.6535226077812829,0.6487119437939111,,conservative_joint_tuning,55
1,112,11,0.0003,0.01,[16],0.5,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,56
2,111,12,0.0003,0.01,[16],0.5,False,32,10,0.6354883081155434,0.6488372093023256,,conservative_joint_tuning,56
3,111,12,0.0003,0.01,[16],0.5,False,32,10,0.6589076246334311,0.5384615384615384,,conservative_joint_tuning,56
4,111,12,0.0003,0.01,[16],0.5,False,32,10,0.6545566502463054,0.5122448979591837,,conservative_joint_tuning,56
5,111,12,0.0003,0.01,[16],0.5,False,32,10,0.6528215913073957,0.639344262295082,,conservative_joint_tuning,56
1,112,11,0.0003,0.01,[16],0.6,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,57
2,111,12,0.0003,0.01,[16],0.6,False,32,10,0.6353163686382394,0.6511627906976745,,conservative_joint_tuning,57
3,111,12,0.0003,0.01,[16],0.6,False,32,10,0.656708211143695,0.5384615384615384,,conservative_joint_tuning,57
4,111,12,0.0003,0.01,[16],0.6,False,32,10,0.6527093596059114,0.5142857142857142,,conservative_joint_tuning,57
5,111,12,0.0003,0.01,[16],0.6,False,32,10,0.6487907465825447,0.6370023419203747,,conservative_joint_tuning,57
1,112,12,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.6454372623574145,0.6083150984682714,,conservative_joint_tuning,58
2,111,11,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,58
3,111,11,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,58
4,111,11,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,58
5,111,11,0.0003,0.01,"[8, 4]",0.4,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,58
1,112,12,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.6287072243346008,0.6083150984682714,,conservative_joint_tuning,59
2,111,11,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,59
3,111,11,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,59
4,111,11,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,59
5,111,11,0.0003,0.01,"[8, 4]",0.5,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,59
1,112,12,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.6279467680608365,0.6258205689277899,,conservative_joint_tuning,60
2,111,11,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,60
3,111,11,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,60
4,111,11,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,60
5,111,11,0.0003,0.01,"[8, 4]",0.6,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,60
1,112,13,0.0003,0.03,[4],0.4,False,32,10,0.3970532319391635,0.21444201312910285,,conservative_joint_tuning,61
2,111,11,0.0003,0.03,[4],0.4,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,61
3,111,11,0.0003,0.03,[4],0.4,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,61
4,111,11,0.0003,0.03,[4],0.4,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,61
5,111,11,0.0003,0.03,[4],0.4,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,61
1,112,13,0.0003,0.03,[4],0.5,False,32,10,0.39952471482889734,0.212253829321663,,conservative_joint_tuning,62
2,111,11,0.0003,0.03,[4],0.5,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,62
3,111,11,0.0003,0.03,[4],0.5,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,62
4,111,11,0.0003,0.03,[4],0.5,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,62
5,111,11,0.0003,0.03,[4],0.5,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,62
1,112,13,0.0003,0.03,[4],0.6,False,32,10,0.40047528517110265,0.20787746170678337,,conservative_joint_tuning,63
2,111,11,0.0003,0.03,[4],0.6,False,32,10,0.4289030261348005,0.33488372093023255,,conservative_joint_tuning,63
3,111,11,0.0003,0.03,[4],0.6,False,32,10,0.4260447214076246,0.34498834498834496,,conservative_joint_tuning,63
4,111,11,0.0003,0.03,[4],0.6,False,32,10,0.4144088669950739,0.36122448979591837,,conservative_joint_tuning,63
5,111,11,0.0003,0.03,[4],0.6,False,32,10,0.40080616894497023,0.3091334894613583,,conservative_joint_tuning,63
1,112,12,0.0003,0.03,[8],0.4,False,32,10,0.4806083650190114,0.6214442013129103,,conservative_joint_tuning,64
2,111,12,0.0003,0.03,[8],0.4,False,32,10,0.515818431911967,0.5255813953488372,,conservative_joint_tuning,64
3,111,12,0.0003,0.03,[8],0.4,False,32,10,0.46829178885630496,0.5501165501165501,,conservative_joint_tuning,64
4,111,12,0.0003,0.03,[8],0.4,False,32,10,0.5197044334975369,0.5612244897959183,,conservative_joint_tuning,64
5,111,12,0.0003,0.03,[8],0.4,False,32,10,0.53242201191728,0.6838407494145199,,conservative_joint_tuning,64
1,112,12,0.0003,0.03,[8],0.5,False,32,10,0.47946768060836503,0.6214442013129103,,conservative_joint_tuning,65
2,111,12,0.0003,0.03,[8],0.5,False,32,10,0.5163342503438789,0.5255813953488372,,conservative_joint_tuning,65
3,111,12,0.0003,0.03,[8],0.5,False,32,10,0.46865835777126097,0.5524475524475524,,conservative_joint_tuning,65
4,111,12,0.0003,0.03,[8],0.5,False,32,10,0.521551724137931,0.563265306122449,,conservative_joint_tuning,65
5,111,12,0.0003,0.03,[8],0.5,False,32,10,0.5322467577988083,0.6838407494145199,,conservative_joint_tuning,65
1,112,12,0.0003,0.03,[8],0.6,False,32,10,0.4785171102661597,0.6236323851203501,,conservative_joint_tuning,66
2,111,12,0.0003,0.03,[8],0.6,False,32,10,0.515990371389271,0.5302325581395348,,conservative_joint_tuning,66
3,111,12,0.0003,0.03,[8],0.6,False,32,10,0.46975806451612906,0.5524475524475524,,conservative_joint_tuning,66
4,111,12,0.0003,0.03,[8],0.6,False,32,10,0.5194991789819376,0.5571428571428572,,conservative_joint_tuning,66
5,111,12,0.0003,0.03,[8],0.6,False,32,10,0.5322467577988083,0.6814988290398126,,conservative_joint_tuning,66
1,112,11,0.0003,0.03,[16],0.4,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,67
2,111,12,0.0003,0.03,[16],0.4,False,32,10,0.6373796423658872,0.6558139534883721,,conservative_joint_tuning,67
3,111,12,0.0003,0.03,[16],0.4,False,32,10,0.6620234604105572,0.5361305361305362,,conservative_joint_tuning,67
4,111,12,0.0003,0.03,[16],0.4,False,32,10,0.6545566502463054,0.5122448979591837,,conservative_joint_tuning,67
5,111,12,0.0003,0.03,[16],0.4,False,32,10,0.6536978618997547,0.6487119437939111,,conservative_joint_tuning,67
1,112,11,0.0003,0.03,[16],0.5,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,68
2,111,12,0.0003,0.03,[16],0.5,False,32,10,0.6353163686382394,0.6488372093023256,,conservative_joint_tuning,68
3,111,12,0.0003,0.03,[16],0.5,False,32,10,0.658724340175953,0.5384615384615384,,conservative_joint_tuning,68
4,111,12,0.0003,0.03,[16],0.5,False,32,10,0.6547619047619048,0.5122448979591837,,conservative_joint_tuning,68
5,111,12,0.0003,0.03,[16],0.5,False,32,10,0.6529968454258676,0.639344262295082,,conservative_joint_tuning,68
1,112,11,0.0003,0.03,[16],0.6,False,32,10,0.6313688212927757,0.6805251641137856,,conservative_joint_tuning,69
2,111,12,0.0003,0.03,[16],0.6,False,32,10,0.6351444291609354,0.6511627906976745,,conservative_joint_tuning,69
3,111,12,0.0003,0.03,[16],0.6,False,32,10,0.656524926686217,0.5384615384615384,,conservative_joint_tuning,69
4,111,12,0.0003,0.03,[16],0.6,False,32,10,0.652504105090312,0.5142857142857142,,conservative_joint_tuning,69
5,111,12,0.0003,0.03,[16],0.6,False,32,10,0.6482649842271293,0.6370023419203747,,conservative_joint_tuning,69
1,112,12,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.6448669201520912,0.6083150984682714,,conservative_joint_tuning,70
2,111,11,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,70
3,111,11,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,70
4,111,11,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,70
5,111,11,0.0003,0.03,"[8, 4]",0.4,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,70
1,112,12,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.6290874524714829,0.6083150984682714,,conservative_joint_tuning,71
2,111,11,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,71
3,111,11,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,71
4,111,11,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.5373563218390804,0.6204081632653061,,conservative_joint_tuning,71
5,111,11,0.0003,0.03,"[8, 4]",0.5,False,32,10,0.6507185418857343,0.5058548009367682,,conservative_joint_tuning,71
1,112,12,0.0003,0.03,"[8, 4]",0.6,False,32,10,0.6279467680608365,0.6214442013129103,,conservative_joint_tuning,72
2,111,11,0.0003,0.03,"[8, 4]",0.6,False,32,10,0.6222489683631361,0.5325581395348837,,conservative_joint_tuning,72
3,111,11,0.0003,0.03,"[8, 4]",0.6,False,32,10,0.6240835777126099,0.6456876456876457,,conservative_joint_tuning,72
